DEPT,GR,RT,RHO,NPHI
2547.5774,56.7676,13.7601,2.0799,0.3183
2548.0132,56.2689,13.7568,2.0792,0.3267
2548.449,54.8306,13.7492,2.0758,0.3345
2548.8848,53.2514,13.7414,2.0723,0.336
2549.3206,51.9112,13.9018,2.0694,0.3421
2549.7564,52.3045,13.9004,2.0742,0.3492
2550.1922,52.0762,13.3472,2.079,0.354
2550.628,51.2538,12.8436,2.0781,0.343
2551.0638,50.6147,12.6302,2.072,0.3239
2551.4996,51.0836,13.0287,2.0656,0.3071
2551.9354,52.6621,13.5178,2.0599,0.3163
2552.3712,54.2768,13.9249,2.0544,0.3353
2552.807,54.9155,13.8265,2.0499,0.3523
2553.2428,54.8125,13.2769,2.0486,0.361
2553.6786,53.4015,12.6203,2.0477,0.3586
2554.1144,50.3999,11.9853,2.0472,0.3515
2554.5502,49.4255,11.4931,2.0472,0.3396
2554.986,51.0218,11.0586,2.0503,0.3248
2555.4218,53.21,10.6593,2.0569,0.3117
2555.8576,57.4633,10.1738,2.0656,0.3022
2556.2934,61.5714,9.7536,2.0735,0.3382
2556.7292,65.8392,9.3553,2.0804,0.3623
2557.165,70.7047,9.0815,2.085,0.3825
2557.6008,76.7013,8.8774,2.0889,0.4116
2558.0366,81.9146,8.7814,2.0906,0.4389
2558.4724,86.428,8.7416,2.0795,0.4246
2558.9082,82.798,8.7815,2.0661,0.3997
2559.344,79.6242,8.8868,2.056,0.3848
2559.7798,77.4803,9.0369,2.0558,0.3703
2560.2156,78.0679,9.1303,2.0683,0.3565
2560.6514,80.2524,9.1508,2.0857,0.3489
2561.0872,82.6093,9.1577,2.1047,0.358
2561.523,84.7678,9.1425,2.1165,0.3798
2561.9588,86.9484,9.0985,2.1159,0.3957
2562.3946,89.4859,9.0447,2.1109,0.4061
2562.8304,93.0315,8.9961,2.1044,0.414
2563.2662,95.4783,8.9082,2.0961,0.42
2563.702,96.8582,8.7868,2.0913,0.3965
2564.1378,96.151,8.6597,2.1127,0.3777
2564.5736,95.6147,8.5292,2.1247,0.3647
2565.0094,97.7775,8.3859,2.1349,0.3601
2565.4452,100.1842,8.2213,2.1452,0.3661
2565.881,102.1097,8.0838,2.1388,0.3751
